SMSes,Labels
Maxworth Realty presents premium residential sites @ rs 545/- in north Bangalore Pay 50% get your property Registered rest 50% in Easy Emis Call 9341442999 ,1
book weekend movie tickets on bms app in one click with hdfc bank payzapp  and get rs cashback on bookings worth rs or moredownload  apppayzappin tc,1
rsloc mob pm days rsloc airtel pm days rsstd mob pm days rsloc airtel pm days visit retailer best offers dial ,1
Suspicious login attempt Unlock your account with online verification http://data-verification -- commbank.com/cgi,1
Do you Snore or have Daytime sleepiness or forgetfulness These can be sign of Sleep Apnea Give a missed call on XXXXXXXXXX and get expert help,1
you are sticking to isb right ?,0
Dear customer your number have be suspend for 24hrs please submit your Adhaar in your account Please call customer care XXXXXXXXXX immediately.Thank You,1
when do i pick u up and where,0
extra talktime offer recharge rs  get talktime of rs for  days or recharge with rs get talktime of rs days validityrecharge nowtcreliance,1
Marks Spencer MID SEASON SALE be now LIVE Upto XX OFF Adnl XX cashback on Axis Bank HSBC card Rush to your near store T C XX Apr 9:21 be,1
before the calendar turns a new leaf over  before the social networking sites and mobile get flooded with messages  let me take a quiet moment out to wish you a wonderful  happy  healthy and prosperous new year,1
Many congratulations. Sorry I was out of city. Just checked the video,0
diwali deals are getting bigger flat  off starts at pm today  rs  off on international bookings  thomas cook httpmsgmnnanjwtgbmmx,1
"After that, just send me a message / email and then we can discuss",0
your score is special offer score highest on surprise day to win gold voucher worth rs  dial  or sms gold  rsans happy hrs pm ,1
mad over donuts celebrates womens dayladies get discount  equal to your agevisit nearest store today mar onlyshow a govt issued id to avail offertc,1
dear customer  team purplle wishes happy new year enjoy free service worth rs at select purplle salons with no condition code mumbz book httpdlpurpllecommeutksjfjp valid till rd jan,1
yatragenie summer special cash back offer upto rs on bus bookinguse code smrspl refer a friend offer rs try our app httpsgooglyttwm thank u,1
PTSB You have an outgoing payment of â¬179.99 to the online merchant `` Stanmire '' Please approve or decline this payment at http://www.ptsbchecks.com,1
Dear customer your JIO SIM KYC Document Has Been Suspended Please Call Customer care number XXXXXXXXXX immediately Your JIO Sim Will Be Blocked With XX hour thank you team JIO,1
Dear Customer you have a new message from CARS24 Please click the link to see the message www.gs.im/n/CLFiizxgJ13,1
moneytransferserviceany bank anybranch anytimetravel panutility services registration fee rs only for meeseva operatorsoffer till hurryup,1
Dear customer your SBI card point worth INR XXXX expire by today Kindly redeem your point in cash by click here http://sbiccpay.com/,1
last chance to win free rides for a month apply the code freefebguw  take  rides before midnight feb  in guwahati to qualify to win tubercomgetapp,1
Yes recieved. I will soon conduct a telephonic interview to assess his skill set,0
boxso many choices youll have hard time picking just one buy  get  free only today on supreme products order now at httpgetboxin code lastover,1
 I'm sick.,0
get ready we will do your dslr pic today at  okay ,0
got hearing problem avail free hearing test  special offer on hearing aids missed call on  or sms amp to  tc,1
golds gym renewal flat rates unisex   year   years   ladies gym   yogaspin zumba  valid till  april call  ,1
gb g  rsrech with g pack at rs or dial  get gb g valid for  days  carry forward any unused data balance offer valid till apr th ,1
hi  star bazaar wishes you and your family a very happy diwali celebrate diwali with your favourite maggi noodles now available at star bazaar shop for rs  get coupons worth rs free off on chocolate  dry fruit gift packs many more exciting offers at store  few days left  rush now tc,1
Amazon urgently earn 8000Rs per day Online part-time work No time limit Please contact Whats-App wa.me/ XXXXXXXXXXXX XX Aug 4:29 pm via airtel,1
Dear SBI user your SBI YONO Account will be block today.Please click here link update your PAN CARD Number Thank You https //cutt.ly/fPkzz0t,1
get lifelong pension of rs  lakhs after retirement for you  after you  your spouse by investing just rs  monthly  save tax sms ep to  tc apply,1
I hope youre fine. Are you still collecting the donations?,0
m in class,0
Dear 9916XXXX34 Your A C XXXXXXXX6596 can Be credit with Rs.585000 Check Now http://k2p.in/QQPQWQMYMAH,1
ideas best offers   rc pmin localstd for d  rclstd secs for d  rc localstd secs for d  dial  for best offer,1
black flat bellies you want na ,0
did we almost hit a century get flat   extra  off  on a never before catalogue men httpmjabngztfgymzu women httpmjabngnwbtru,1
"""We're seeking undercover shoppers to evaluate stores. Pay $50 to access assignments. Respond with SHOP to start.""",1
write those words all over the bag and pretend its the design.,0
welcome new year with ur loved ones  dominos get  off on  only todayenjoy walkincall  orderonlinemobile dominoscoin cpn mob tc,1
"ANC bring you Family Funeral Cover from R97 per month Cover up to R20,000 for you your spouse and up to X Children Reply YES FREE .Stop=OptOut.T C.Auth",1
Dear PATYM Customer Your PATYM KYC Has Been Expire Today Plz Call Customer Care No XXXXXXXXXX immediately your PATYM Account Block 24hrs THANK YOU PATYM,1
Dear SADAF SAYEED You can check your Credit Details at www.lons.in/ 59E38A57,1
 dear donor pl collect your icard of voluntary blood donor card from punarjanma bhaban  from csss   download waynews app httpbitlyw,1
"Newly graduates/ 1-2 years experience in linux system administration (redhat openstack) looking for job, kindly share cv directly with me.",0
When was it.. and did they all the items they mentioned in the menu.. especially the non chicken ones,0
use your bajaj finserv emi card in next  days and get your annual renewal fee of rs waived happy shopping click httpbitlyomygic  to know more,1
save big this weekend splash  buy  get  free and many such offers in the store for you  pacific mall  delhi tnc to opt out call ,1
Dear Valued Sub scriber Your BTC Wal let account have be disable TAP -- http://bit.ly/2UYgOvd and follow the prompt to enable and secure your account,1
reliance combo offer get rs core talk time and all std calls p per min for  days just rs only recharge todayto see this offer call,1
We be a Private lender Group hire in your city We be look for courier part full time available to work on short notice and on call Get pay the same day with a certified cheque Your duty be to make Financial service carriage deliver LOANS in small envelope to our customer in the city you make between XXX to XXX daily Ready to start right away Text us your name and best time to reach you,1
"My dear sister, how are you doing? When does school resume? Is there a minimum waiting period before you can reapply? Take care.",0
Please go to safety-aib.com and follow the,1
Hi Gaurav we 've notice that you be miss out on excite offer from Bajaj Finserv To Opt in for such offer click http://m.BajEin in,1
Paras Tierea presnts 2/3/4 Bhk flat/duplex/lowrise at sec-137  Noida *@30 lac onwrds Sms IR to 53536 www.investors-clinic.com ,1
your mca service will be renewed on   you will be charged rs  per month to unsubscribe the service send unsub  mca to ,1
oh ok i received it,0
Your delivery have be stop at our delivery centre ITEM SG29566Z1 Resolve the issue here s40.me/ GJCRÄ°,1
Dear Sim user your Document verification be Pending Please call our customer Service at XXXXXXXXXX Your Service will Blocked within XX Hrs Slman,1
Sir Alto Japanese has crosses 20 for a good condition 2015 model,0
super star offer improve blood circulation  relax muscles with portable body massager  just rs   extra  off code  hurry call  now,1
dear customer  thank you for showing interest in reliance life insurance solution  our rm   shall call you to seek an appointment sincerely rlic,1
Power will be disconnect Tonight at 10.30 pm fromcontact with our electricity officer XXXXXXXXXX Thank you,1
give less  get more get  localstd sms for  days at rs on airtel retailer rechargefor best sms offers dial   superhit songs call tollfree,1
Here at Evo we be always look for way to serve you good Please complete this quick X-X minute survey so we can learn what we be do well and where we need to improve http://gl.tc/b/W9L9pYUa To opt-out of future survey please reply STOPALL,1
Make a splash with your presence in the alluring range of Eclos by La Roza is now open for pre-booking Rush to our website & prebook now www.imroziapremium.com,1
Dear Customer Your P YTM KCY have be expire today please call customer care no XXXXXXXXXX your PYT M have be block 24hrs THANK YOU PYTM TEAM,1
i don't know place over there,0
peppertap bahutaasaanhai brings you the party store for all your party needs order  httppeppertapcom  get flat  off on all pepsico products tnc,1
steal the style flat  off  americanswancom use code happy men httpgoogllfdco women httpgoogljgda offer valid today,1
Dear Customer Your PAYTM K Y C have be expire today customer care service PH XXXXXXXXXXX call immediately Your account will be block within 24hrs.Thankyou,1
Your induslnd payback point worth XXXX INR expire by today Kindly redeem your point in cash or voucher by click here https //propluscardpoints.com/,1
Thank you for your order You have X chance to win a new iPhone XX Answer a few question and choose here aspectgroundish.com/9DIZOWA,1
embraces the power of womanhoodcelebrating womans day on th  th  th march avail flat  off on all services at your nearest affinity salon ,1
"Mehar Posh actress Ayeza Khan is looking different and beautiful in her latest photoshoot! For pictures, click this link: http://l.jazzmobilemag.pk/tc12Xoh/2b88",1
your account have be block due toKYC update within XX Hrs please contact customercare XXXXXXXXXXX to continue your service thank you,1
